[2023-10-08 17:44:58,960] *eet_gang_optimizer* Bij iteratie: 3, Nieuwe oplossing score van: -1730 > -1744, WO_26_M_Rod en WO_49_V_Van zijn hiervoor gewisselt.
[2023-10-08 17:44:59,501] *kook_gang_optimizer* Bij iteratie: 4, Nieuwe oplossing score van: -1708 > -1730, VW_13 en WO_51 zijn hiervoor gewisselt.
[2023-10-08 17:44:59,751] *eet_gang_optimizer* Bij iteratie: 1, Nieuwe oplossing score van: -1684 > -1708, VW_3_M_Huu en WO_40_V_Bir zijn hiervoor gewisselt.
[2023-10-08 17:44:59,895] *kook_gang_optimizer* Bij iteratie: 0, Nieuwe oplossing score van: -1666 > -1684, WO_33 en WO_53 zijn hiervoor gewisselt.
[2023-10-08 17:45:00,655] *eet_gang_optimizer* Bij iteratie: 6, Nieuwe oplossing score van: -1654 > -1666, WO_32a_V_Gem en WO_75_M_Jur zijn hiervoor gewisselt.
[2023-10-08 17:45:02,138] *eet_gang_optimizer* Bij iteratie: 13, Nieuwe oplossing score van: -1623 > -1654, VW_13_V_Con en WO_53_M_Ola zijn hiervoor gewisselt.
[2023-10-08 17:45:02,876] *kook_gang_optimizer* Bij iteratie: 6, Nieuwe oplossing score van: -1599 > -1623, VW_25 en WO_20 zijn hiervoor gewisselt.
[2023-10-08 17:45:03,230] *eet_gang_optimizer* Bij iteratie: 2, Nieuwe oplossing score van: -1585 > -1599, WO_38_M_Jaa en WO_77_M_Twa zijn hiervoor gewisselt.
[2023-10-08 17:45:03,380] *eet_gang_optimizer* Bij iteratie: 0, Nieuwe oplossing score van: -1579 > -1585, WO_20_M_Aad en WO_51_V_Dia zijn hiervoor gewisselt.
[2023-10-08 17:45:03,819] *kook_gang_optimizer* Bij iteratie: 3, Nieuwe oplossing score van: -1574 > -1579, VW_39 en WO_36 zijn hiervoor gewisselt.
[2023-10-08 17:45:04,262] *kook_gang_optimizer* Bij iteratie: 3, Nieuwe oplossing score van: -1554 > -1574, VW_25 en WO_45 zijn hiervoor gewisselt.
[2023-10-08 17:45:05,236] *eet_gang_optimizer* Bij iteratie: 8, Nieuwe oplossing score van: -1546 > -1554, VW_51_V_Eli en WO_85_M_Wil zijn hiervoor gewisselt.
[2023-10-08 17:45:05,387] *eet_gang_optimizer* Bij iteratie: 0, Nieuwe oplossing score van: -1534 > -1546, VW_18_V_Yol en WO_26_M_Rod zijn hiervoor gewisselt.
[2023-10-08 17:45:05,536] *eet_gang_optimizer* Bij iteratie: 0, Nieuwe oplossing score van: -1520 > -1534, NEW_1_M_Erw en WO_45_M_Die zijn hiervoor gewisselt.
[2023-10-08 17:45:06,323] *kook_gang_optimizer* Bij iteratie: 6, Nieuwe oplossing score van: -1512 > -1520, VW_39 en WO_20 zijn hiervoor gewisselt.
[2023-10-08 17:45:06,905] *kook_gang_optimizer* Bij iteratie: 4, Nieuwe oplossing score van: -1488 > -1512, WO_32 en WO_36 zijn hiervoor gewisselt.
[2023-10-08 17:45:07,154] *eet_gang_optimizer* Bij iteratie: 1, Nieuwe oplossing score van: -1452 > -1488, WO_23_M_Bar en WO_9_V_Ell zijn hiervoor gewisselt.
[2023-10-08 17:45:07,700] *eet_gang_optimizer* Bij iteratie: 4, Nieuwe oplossing score van: -1434 > -1452, VW_43_M_Mar en WO_55_V_Han zijn hiervoor gewisselt.
[2023-10-08 17:45:08,357] *eet_gang_optimizer* Bij iteratie: 5, Nieuwe oplossing score van: -1422 > -1434, VW_57_V_Ann en WO_23_M_Bar zijn hiervoor gewisselt.
[2023-10-08 17:45:09,005] *kook_gang_optimizer* Bij iteratie: 5, Nieuwe oplossing score van: -1410 > -1422, VW_3 en VW_46 zijn hiervoor gewisselt.
[2023-10-08 17:45:10,598] *kook_gang_optimizer* Bij iteratie: 14, Nieuwe oplossing score van: -1398 > -1410, VW_57 en WO_7 zijn hiervoor gewisselt.
[2023-10-08 17:45:11,163] *eet_gang_optimizer* Bij iteratie: 4, Nieuwe oplossing score van: -1390 > -1398, VW_39_M_Bar en WO_27_M_Dan zijn hiervoor gewisselt.
[2023-10-08 17:45:11,303] *kook_gang_optimizer* Bij iteratie: 0, Nieuwe oplossing score van: -1365 > -1390, VW_32 en WO_36 zijn hiervoor gewisselt.
[2023-10-08 17:45:12,176] *kook_gang_optimizer* Bij iteratie: 7, Nieuwe oplossing score van: -1361 > -1365, VW_25 en VW_39 zijn hiervoor gewisselt.
[2023-10-08 17:45:12,538] *eet_gang_optimizer* Bij iteratie: 2, Nieuwe oplossing score van: -1325 > -1361, VW_5_V_Jud en WO_24_M_Ray zijn hiervoor gewisselt.
[2023-10-08 17:45:12,790] *eet_gang_optimizer* Bij iteratie: 1, Nieuwe oplossing score van: -1313 > -1325, WO_81_V_Jan en WO_85_V_Fem zijn hiervoor gewisselt.
[2023-10-08 17:45:13,332] *kook_gang_optimizer* Bij iteratie: 4, Nieuwe oplossing score van: -1310 > -1313, VW_15 en WO_32 zijn hiervoor gewisselt.
[2023-10-08 17:45:13,995] *eet_gang_optimizer* Bij iteratie: 5, Nieuwe oplossing score van: -1302 > -1310, WO_23_M_Bar en WO_26_V_Ver zijn hiervoor gewisselt.
[2023-10-08 17:45:15,292] *eet_gang_optimizer* Bij iteratie: 11, Nieuwe oplossing score van: -1267 > -1302, VW_13_M_Mar en WO_77_M_Twa zijn hiervoor gewisselt.
[2023-10-08 17:45:15,441] *eet_gang_optimizer* Bij iteratie: 0, Nieuwe oplossing score van: -1258 > -1267, VW_35_V_Ros en WO_32_V_Ing zijn hiervoor gewisselt.
[2023-10-08 17:45:16,714] *kook_gang_optimizer* Bij iteratie: 11, Nieuwe oplossing score van: -1241 > -1258, VW_27 en WO_38 zijn hiervoor gewisselt.
[2023-10-08 17:45:17,774] *eet_gang_optimizer* Bij iteratie: 9, Nieuwe oplossing score van: -1235 > -1241, WO_41_V_Ann en WO_9_M_Phi zijn hiervoor gewisselt.
